"CharacterId","SkillType","SkillLevel","DamageEventCount","DamagePercentValues","DamagePercentRawSum","FirstDamagePercent","HitCountValues","TargetCountValues","AllKeys"
"104201000G","actionSkillValues","10","1","300","300","300","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","chainSkillValues","1","1","150","150","150","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","2","1","178.5","178.5","178.5","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","3","1","207","207","207","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","4","1","235.5","235.5","235.5","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","5","1","264","264","264","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","6","1","271.1","271.1","271.1","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","7","1","278.2","278.2","278.2","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","8","1","285.3","285.3","285.3","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","9","1","292.4","292.4","292.4","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104201000G","chainSkillValues","10","1","300","300","300","1","1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.BARRIER.DURATION|IMPACT.BARRIER.RATE|IMPACT.BARRIER.TARGET_COUNT|KNOCKBACK.STRENGTH|PROVOCATION.DURATION|PROVOCATION.VALUE|TARGET_COUNT"
"104301000G","actionSkillValues","1","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","2","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","3","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","4","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","5","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","6","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","7","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","8","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","9","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","actionSkillValues","10","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT"
"104301000G","chainSkillValues","1","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","2","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","3","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","4","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","5","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","6","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","7","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","8","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","9","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104301000G","chainSkillValues","10","0","","0","","","","ATTACKUP1.DURATION|ATTACKUP1.RATE_PERCENT|MANA_CHARGE.CHARGE_VALUE"
"104401000G","actionSkillValues","1","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","2","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","3","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","4","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","5","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","6","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","7","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","8","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","9","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","actionSkillValues","10","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","1","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","2","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","3","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","4","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","5","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","6","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","7","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","8","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","9","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104401000G","chainSkillValues","10","0","","0","","","1|1|1|1","PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTFAILED.DAMAGE.HIT_COUNT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.IMPACTSUCCEED.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW.KNOCKBACK.TARGET_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104501000G","actionSkillValues","1","1","20","20","20","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","2","1","23.8","23.8","23.8","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","3","1","27.6","27.6","27.6","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","4","1","31.4","31.4","31.4","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","5","1","35.2","35.2","35.2","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","6","1","36.1","36.1","36.1","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","7","1","37","37","37","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","8","1","37.9","37.9","37.9","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","9","1","38.8","38.8","38.8","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","actionSkillValues","10","1","40","40","40","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","1","1","20","20","20","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","2","1","23.8","23.8","23.8","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","3","1","27.6","27.6","27.6","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","4","1","31.4","31.4","31.4","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","5","1","35.2","35.2","35.2","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","6","1","36.1","36.1","36.1","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","7","1","37","37","37","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","8","1","37.9","37.9","37.9","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","9","1","38.8","38.8","38.8","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104501000G","chainSkillValues","10","1","40","40","40","1","","ABNORMAL.APPLY_PROBABILITY|ABNORMAL.DURATION|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104601000G","actionSkillValues","1","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104601000G","actionSkillValues","2","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104601000G","actionSkillValues","3","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104601000G","actionSkillValues","4","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104601000G","actionSkillValues","5","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104601000G","actionSkillValues","6","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104601000G","actionSkillValues","7","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104601000G","actionSkillValues","8","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
"104601000G","actionSkillValues","9","0","","0","","","1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.KNOCKBACK.STRENGTH|PRJCTL.THROW_COUNT|TARGET_COUNT"
